id,name,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location,host_is_superhost,host_response_rate,host_acceptance_rate,availability_365,reviews_per_month,calculated_host_listings_count,bathrooms
1263155213274720541,Minimalist space in Neukolln,Rixdorf,52.47301,13.45383,Entire home/apt,4,1.0,1.0,72.0,3,15,4,4.75,4.25,4.75,False,100.0,69.0,4,0.44,1,1.0
1263192610145812344,Apartment close to Kurfürstendam,Neue Kantstraße,52.50533,13.29593,Entire home/apt,2,1.0,1.0,72.0,183,365,0,,,,False,,,188,,1,1.0
1263569487422454398,"Blueground | Mitte, w/d, furnished & equipped",Tiergarten Süd,52.501029,13.3589616,Entire home/apt,4,2.0,2.0,257.0,92,1125,0,,,,False,60.0,100.0,357,,311,2.0
1264316139368809841,Berlin Friedenau - schöne Wohnung in S-Bahn Nähe,Albrechtstr.,52.46601,13.3326,Entire home/apt,5,2.0,5.0,128.0,3,365,3,3.0,3.0,4.67,False,97.0,83.0,365,0.34,14,1.0
1264387511715820970,Numa | Medium Room near Potsdamer Platz,Südliche Friedrichstadt,52.5057254,13.380306,Entire home/apt,2,1.0,1.0,157.0,1,365,278,4.67,4.7,4.76,False,89.0,100.0,333,29.37,8,1.0
1264408745542320742,Spacious artist atelier loft,Prenzlauer Berg Ost,52.52874991450852,13.448466684263334,Entire home/apt,2,1.0,1.0,99.0,4,120,4,4.75,4.75,5.0,False,100.0,64.0,3,0.57,1,1.0
1264446060153609068,Numa | Medium Room w/ Balcony near Potsdamer Platz,Südliche Friedrichstadt,52.5057254,13.380306,Entire home/apt,2,1.0,1.0,169.0,1,365,12,4.67,4.58,4.58,False,89.0,100.0,326,1.3,8,1.0
1264452626725051978,Numa | Extra Large Room near Potsdamer Platz,Südliche Friedrichstadt,52.50624,13.37916,Entire home/apt,2,1.0,1.0,170.0,1,365,34,4.71,4.74,4.79,False,89.0,100.0,335,3.51,8,1.0
1264457609090092834,Numa | Studio w/ Kitchen near Potsdamer Platz,Südliche Friedrichstadt,52.5057254,13.380306,Entire home/apt,2,1.0,1.0,171.0,1,365,9,4.33,4.78,4.89,False,89.0,100.0,301,1.0,8,1.0
1264458935181966590,Numa | Extra Large Room with Terrace & Sofa Bed,Südliche Friedrichstadt,52.5057254,13.380306,Entire home/apt,4,1.0,2.0,204.0,1,365,4,4.0,4.75,5.0,False,89.0,100.0,261,1.4,8,1.0
1264460351152558977,Numa | 1 Bedroom Apartment with Sofa Bed,Südliche Friedrichstadt,52.5057254,13.380306,Entire home/apt,4,1.0,2.0,209.0,1,365,48,4.69,4.67,4.85,False,89.0,100.0,321,5.26,8,1.0
1264462446269836994,"Numa | XL Studio w/ Kitchen, Bathtub & Sofa Bed",Südliche Friedrichstadt,52.5057254,13.380306,Entire home/apt,4,1.0,2.0,212.0,1,365,4,3.75,4.0,5.0,False,89.0,100.0,301,0.53,8,1.0
1264557357915506199,Penthouse in Prenzlauer Berg,Prenzlauer Berg Süd,52.532308823318054,13.434610971380634,Entire home/apt,6,4.0,4.0,411.0,3,28,10,5.0,5.0,4.9,False,100.0,83.0,103,0.9,1,2.0
1265074169253950648,"Klassisches Wohnen im Grünen, gehoben und stadtnah",Nord 1,52.640006853096715,13.273778793038046,Entire home/apt,3,1.0,1.0,63.0,92,365,0,,,,True,100.0,77.0,357,,1,1.0
1265364210579978758,Großes schönes Apartment,Tiergarten Süd,52.50556,13.35691,Entire home/apt,7,3.0,2.0,213.0,1,365,40,4.7,4.65,4.78,False,96.0,98.0,299,3.47,3,1.5
1265854237105175128,Luxurious flat in heart Berlin,Tempelhofer Vorstadt,52.49321,13.39794,Entire home/apt,4,1.0,2.0,56.0,92,365,0,,,,False,,,90,,1,1.0
1266040670633593158,Appartement mit eigenem Garten,Frankfurter Allee Süd FK,52.4956772,13.4674914,Entire home/apt,3,1.0,1.0,153.0,2,6,9,5.0,5.0,5.0,False,90.0,58.0,20,0.95,1,1.0
1266059523794257379,Jomi Stays | Welcome travellers,Düsseldorfer Straße,52.494,13.30974,Private room,3,1.0,1.0,104.0,4,365,10,4.5,5.0,4.6,False,100.0,97.0,331,0.9,7,1.0
1266082580901815291,Jomi Stays | Family & Fantastic 4,Düsseldorfer Straße,52.49488,13.30997,Private room,4,2.0,1.0,141.0,4,365,31,4.77,4.71,4.74,False,100.0,97.0,323,2.79,7,1.0
1266130821213259575,Jomi Stays | 6 Guests Welcome,Düsseldorfer Straße,52.494,13.30974,Private room,6,2.0,6.0,160.0,4,365,21,4.9,4.81,4.81,False,100.0,97.0,278,1.91,7,1.0
1266158174009758756,Jomi Stays | Feel like home,Düsseldorfer Straße,52.494,13.30974,Entire home/apt,6,1.0,2.0,151.0,4,365,35,4.74,4.8,4.74,False,100.0,97.0,349,3.17,7,1.0
1266400743102403832,Gemütliche Wohnung im Hinterhaus,südliche Luisenstadt,52.49864870784517,13.446388207376003,Entire home/apt,4,1.0,2.0,81.0,3,365,4,5.0,5.0,5.0,False,100.0,56.0,12,0.55,1,1.0
1266427113169780502,"Unique, tranquil canal-side hideaway",südliche Luisenstadt,52.49333416901916,13.438631029546354,Entire home/apt,2,1.0,1.0,113.0,1,365,1,4.0,5.0,5.0,False,100.0,52.0,237,0.68,2,1.0
1266440145400825382,Two rooms flat in green area,Mierendorffplatz,52.531553912233534,13.305750941211132,Entire home/apt,3,1.0,1.0,34.0,93,280,0,,,,False,0.0,100.0,147,,1,1.0
1266456412555078405,Studio in the old factory,Alt-Hohenschönhausen Süd,52.538518160307945,13.48309590503499,Entire home/apt,2,1.0,1.0,91.0,3,365,25,4.88,4.72,4.8,True,100.0,100.0,354,2.3,6,1.0
1266583009675062318,Zentrales Apartment:Mehringdamm,Tempelhofer Vorstadt,52.491649034547365,13.397995792329311,Entire home/apt,5,2.0,2.0,225.0,2,30,1,5.0,5.0,5.0,False,100.0,96.0,263,0.09,7,1.0
1266651604592771865,Studio im Herzen von Friedrichshain,Frankfurter Allee Nord,52.51749969999999,13.4539603,Entire home/apt,2,1.0,1.0,86.0,4,15,12,5.0,5.0,5.0,False,100.0,96.0,103,2.01,1,1.0
1266656202816279829,Luxury Design Bright Loft,Prenzlauer Berg Südwest,52.5338984,13.4131515,Entire home/apt,2,1.0,1.0,144.0,92,365,0,,,,False,100.0,80.0,358,,2,1.0
1266903262753930380,Design Apartment mit Loftfeeling in Charlottenburg,Otto-Suhr-Allee,52.516899472427035,13.322316607589087,Entire home/apt,2,1.0,1.0,102.0,2,1125,5,5.0,4.75,5.0,False,100.0,100.0,307,1.58,1,1.0
1267134751174002125,City center Spacious Bright double,Tempelhofer Vorstadt,52.49072,13.38949,Private room,2,1.0,1.0,35.0,92,365,0,,,,False,50.0,75.0,107,,11,1.0
1267163472810172750,1 Bedroom+Balcony Mitte,Alexanderplatz,52.5097,13.42231,Entire home/apt,2,1.0,1.0,45.0,92,180,0,,,,False,90.0,91.0,358,,79,1.0
1267376023265556534,Stylish Studio in Ku’damm,Halensee,52.50182,13.2927,Entire home/apt,3,1.0,1.0,89.0,3,365,3,4.67,4.0,4.67,False,100.0,100.0,337,0.96,1,1.0
1267912211927835986,Executive Apartment Berlin Mitte,Regierungsviertel,52.51978114327688,13.393621315344223,Entire home/apt,2,1.0,1.0,161.0,1,70,1,5.0,5.0,5.0,False,100.0,100.0,59,0.22,1,1.5
1268076162888832394,Cozy apartment in the center of Berlin,Alexanderplatz,52.51708909527423,13.41987973296725,Entire home/apt,3,2.0,3.0,112.0,3,365,30,4.6,4.63,4.67,False,100.0,100.0,21,2.87,1,1.0
1268121761753625501,Big stay for 13 in Kreuzberg,Tempelhofer Vorstadt,52.49149,13.39444,Entire home/apt,13,9.0,9.0,444.0,1,365,45,4.44,4.6,4.69,False,97.0,100.0,311,3.96,16,3.0
1268181780937058855,Best Location City Center 4Rooms 8Pers. 2Bathrooms,Neue Kantstraße,52.49945,13.30332,Entire home/apt,8,3.0,8.0,291.0,3,365,5,4.8,5.0,5.0,True,100.0,96.0,218,0.56,11,2.0
1268185866126966569,Penthouse Apartment near Ku’damm,Düsseldorfer Straße,52.49429,13.31344,Entire home/apt,2,1.0,1.0,70.0,92,365,0,,,,False,,,365,,1,1.0
1268633482196771019,Zentrale 2 Zimmer Wohnung Berlin,nördliche Luisenstadt,52.50157,13.42059,Entire home/apt,3,1.0,2.0,117.0,92,92,0,,,,False,,,270,,1,1.0
1268694080507310163,Designer apartment in Kreuzberg,Tempelhofer Vorstadt,52.49265,13.39539,Entire home/apt,2,1.0,1.0,144.0,92,365,0,,,,False,,,365,,1,1.0
1268698483225278278,Nice and cozy home for women and couples,Frankfurter Allee Süd FK,52.50086,13.45272,Private room,2,1.0,1.0,81.0,1,300,20,4.9,4.75,5.0,False,40.0,63.0,29,1.97,1,1.0
1268766181092401352,Best of Berlin: See und KadeWe,Zehlendorf  Nord,52.45025,13.24741,Entire home/apt,2,1.0,1.0,95.0,2,30,9,5.0,4.78,4.67,True,100.0,52.0,62,0.92,1,1.0
1268775313368656376,WG-Zimmer im belebten Neukölln,Reuterstraße,52.482048,13.4385488,Private room,2,1.0,1.0,34.0,93,365,0,,,,False,90.0,74.0,181,,23,1.0
1268800809811520543,modisches WG Zimmer mit Balkon,Reuterstraße,52.482048,13.4385488,Private room,2,1.0,2.0,29.0,93,365,0,,,,False,90.0,74.0,133,,23,1.0
1268808271168633722,WG-Zimmer: stilvolles Zimmer,Reuterstraße,52.482048,13.4385488,Private room,2,1.0,2.0,32.0,93,365,0,,,,False,90.0,74.0,215,,23,1.0
1268842147214250697,2 Zimmer Wohnung Charlottenburg,Charlottenburg Nord,52.53763264204747,13.281223219846863,Private room,2,1.0,1.0,41.0,92,365,0,,,,False,0.0,12.0,365,,1,1.0
1268942209716845570,Loft über den Dächern Berlins,Alexanderplatz,52.53356938773695,13.370768688619137,Entire home/apt,4,1.0,1.0,135.0,1,365,26,4.73,4.65,4.81,False,100.0,92.0,186,2.34,1,1.0
1269571663090288968,Spacious Flat in central Berlin,Frankfurter Allee Süd FK,52.51251,13.45997,Entire home/apt,3,1.0,1.0,57.0,3,30,4,4.5,4.5,5.0,False,100.0,42.0,11,0.37,1,1.0
1270203225160955734,Cosy Design Appartement in Berlin,Schöneberg-Süd,52.47936307191003,13.346167802810667,Entire home/apt,2,1.0,1.0,140.0,92,365,0,,,,True,97.0,95.0,357,,1,1.0
1270224907404339017,HolidayHome Apartments | Spacious Loft Living,Brunnenstr. Nord,52.54489856373398,13.377587713940112,Entire home/apt,6,2.0,4.0,197.0,1,30,10,4.3,4.0,4.8,False,100.0,100.0,343,0.92,19,1.0
1270322712720063465,"GreatStay - Lachmannstr. 3 HH, nest for up to 3",Tempelhofer Vorstadt,52.4916175,13.4220701,Entire home/apt,2,1.0,1.0,121.0,3,90,4,4.25,4.25,4.75,False,100.0,100.0,299,0.53,1,1.0
1270776960306031369,Klassische Wohnung im Grunewald,Grunewald,52.49179,13.27142,Entire home/apt,4,2.0,2.0,83.0,92,365,0,,,,False,0.0,,365,,1,2.0
1270794352903558216,Crystal Ball Residency,Tempelhofer Vorstadt,52.49297403803204,13.421734271852277,Entire home/apt,3,1.0,2.0,104.0,2,1125,4,4.75,4.25,5.0,False,100.0,100.0,354,2.86,1,1.0
1270804083992980681,Design Privatwohnung,Frankfurter Allee Süd FK,52.51327,13.46928,Entire home/apt,2,1.0,1.0,105.0,4,365,13,5.0,4.85,5.0,False,100.0,74.0,29,1.35,1,1.0
1271045182170416747,Friedrichshagen stadtnah grün,Friedrichshagen,52.4546577,13.6341847,Private room,2,1.0,1.0,86.0,2,7,18,5.0,5.0,5.0,True,90.0,96.0,69,1.73,1,1.0
1271076168310894033,3 Zimmer-Loftwohnung in Mitte,Brunnenstr. Nord,52.53763,13.37426,Entire home/apt,4,2.0,2.0,126.0,92,365,0,,,,False,,,365,,1,1.0
1271624571912666407,"Min 1M, Full sunny apartment with elavator Mitte",Osloer Straße,52.5530374,13.3860606,Entire home/apt,2,1.0,1.0,65.0,30,180,0,,,,True,100.0,55.0,292,,2,1.0
1271671243655396298,Cozy 4 bedroom apartment in Berlin Friedrichshain,Frankfurter Allee Süd FK,52.51063256645352,13.458672092014144,Entire home/apt,8,4.0,4.0,140.0,30,365,0,,,,False,56.0,36.0,365,,138,1.0
1271736503390542281,"Huge Bedroom, 35 sq meter study with single bed",Kurfürstendamm,52.50127891295987,13.328189236529749,Private room,3,1.0,2.0,77.0,92,95,0,,,,False,100.0,33.0,363,,4,2.5
1272325351369439220,Perfect Studio Apartment in Steglitz,Schloßstr.,52.4594775,13.3260596,Entire home/apt,2,0.0,1.0,85.0,92,365,0,,,,True,100.0,71.0,326,,107,1.0
1272347511719376458,"Quiet cozy 1,5 room apartment",Rixdorf,52.475616694937145,13.448815339637475,Entire home/apt,2,1.0,1.0,86.0,1,365,3,4.67,4.67,4.67,False,100.0,78.0,8,0.33,1,1.0
1272385107966482891,Stylish 1 Bedroom Apartment in Friedrichshain,Frankfurter Allee Süd FK,52.5110219,13.4583673,Entire home/apt,2,1.0,1.0,81.0,92,365,1,5.0,5.0,5.0,True,100.0,71.0,224,0.13,107,1.0
1272391614717328079,Beautiful 1.5-room Apartment in a central location,Schöneberg-Süd,52.4852293,13.3539758,Entire home/apt,3,1.0,1.0,60.0,92,365,0,,,,False,,,365,,1,1.0
1272401019670891512,Amazing 2 Bedroom Apartment in Charlottenburg,Grunewald,52.4832621,13.2911831,Entire home/apt,4,2.0,2.0,76.0,92,365,0,,,,True,100.0,71.0,208,,107,1.0
1272456904028119730,Chic spacious Studio in Charlottenburg,Grunewald,52.4828447,13.2899457,Entire home/apt,2,0.0,0.0,59.0,92,365,0,,,,True,100.0,71.0,6,,107,1.0
1272510430075211596,stilvolle Wohlfühlwohnung in Schöneberg,Schöneberg-Nord,52.49498,13.34817,Entire home/apt,2,1.0,1.0,77.0,2,31,26,4.81,4.85,4.54,True,100.0,80.0,65,2.51,1,1.0
1272525072465188986,2 ROOM FLAT for 5 Person Top Location max 7person!,Schloßstr.,52.45788940000001,13.3240244,Entire home/apt,7,1.0,3.0,138.0,1,1125,28,4.89,4.79,4.89,True,100.0,86.0,78,2.81,1,1.0
1272546342433964288,Urban Oasis: Rooftop in Fhain,Frankfurter Allee Süd FK,52.51294,13.47345,Entire home/apt,2,1.0,1.0,238.0,2,365,17,4.82,4.71,4.59,True,,100.0,15,1.54,2,1.0
1273151223432730759,Cosy Two BR plus Self Checkin,Prenzlauer Berg Südwest,52.5347622,13.4075782,Entire home/apt,8,3.0,4.0,153.0,1,365,28,4.25,4.04,4.75,False,100.0,100.0,334,2.64,3,1.0
1273266004965546653,Cozy Neukölln & Relaxing,Neuköllner Mitte/Zentrum,52.47835,13.4362,Private room,2,1.0,1.0,68.0,24,365,0,,,,False,30.0,53.0,359,,1,1.0
1273726314915598217,Penthouse-Wohnung berlin Mitte,Brunnenstr. Süd,52.53113492751249,13.390599715963,Entire home/apt,4,1.0,2.0,200.0,2,365,0,,,,False,0.0,3.0,78,,1,1.5
1273810169487974048,Spacious Family Apartment with 2 Bedrooms,Helmholtzplatz,52.5453577,13.4135009,Entire home/apt,10,2.0,6.0,204.0,1,365,24,4.46,4.25,4.54,False,100.0,100.0,350,2.77,3,1.0
1273814853420840203,Spacious 3 Bedroom Apartment Online Check-In,Prenzlauer Berg Ost,52.5338621,13.4437448,Entire home/apt,11,3.0,6.0,260.0,1,365,46,4.43,4.43,4.43,False,100.0,99.0,318,4.21,2,2.0
1273864637135365888,Eclectic Belle Etage Apartment on Kollwitzplatz,Prenzlauer Berg Südwest,52.5364043752341,13.413749411702156,Entire home/apt,4,1.0,2.0,140.0,3,1125,41,4.93,4.93,5.0,False,100.0,95.0,32,4.35,1,1.0
1273871994642800308,Urban Rooftop Apartment - Berlin MITTE - A/C,Brunnenstr. Süd,52.53074110000001,13.401757,Entire home/apt,3,1.0,2.0,101.0,29,100,11,4.36,4.36,4.73,False,100.0,99.0,186,1.04,2,1.0
1274457219189965979,Traumhafte Wohnung am Mauerpark,Prenzlauer Berg Nordwest,52.54597,13.40198,Entire home/apt,2,1.0,1.0,49.0,92,365,1,5.0,5.0,5.0,False,,50.0,177,0.5,1,3.0
1274464894256087127,Cozy Flat in Schöneberg,Schöneberg-Süd,52.48127,13.34497,Entire home/apt,2,1.0,1.0,71.0,92,92,0,,,,False,,,327,,1,1.0
1274518493765449498,Knaack Studio,Prenzlauer Berg Südwest,52.54009019999999,13.414734,Entire home/apt,4,1.0,2.0,175.0,2,365,27,4.89,4.96,4.93,True,100.0,99.0,331,2.78,1,1.0
1274549091559939209,Frozen Passion - Feelings Run Deep in East Berlin,Karlshorst,52.49039,13.52655,Entire home/apt,3,2.0,2.0,62.0,92,730,0,,,,True,100.0,100.0,235,,1,1.0
1274600208766425489,Arbio I Lovely stylish double room central Berlin,Karl-Marx-Allee-Süd,52.5052259,13.4401188,Entire home/apt,2,1.0,1.0,138.0,1,365,13,4.54,4.54,4.69,False,100.0,99.0,301,1.41,2,1.0
1274600210645473682,Arbio I Luxury Apartments in East Side Gallery,Karl-Marx-Allee-Süd,52.5052259,13.4401188,Entire home/apt,4,1.0,2.0,152.0,1,365,40,4.55,4.6,4.78,False,100.0,99.0,348,3.67,2,1.0
1274664966344851498,"A True Gem, Studio in Wedding",Wedding Zentrum,52.54366,13.3588,Entire home/apt,2,1.0,1.0,114.0,182,650,0,,,,True,100.0,87.0,267,,3,1.0
1275331917075921992,Studio Apartment - Berlin for low Budget / Clean,Mariendorf,52.44053,13.38703,Entire home/apt,3,1.0,2.0,77.0,1,365,11,4.27,4.55,4.36,False,100.0,99.0,219,1.03,6,1.0
1275452053881143760,Die Wohnung in der Nähe von S B,Adlershof,52.4349304,13.5443298,Private room,1,1.0,1.0,52.0,1,365,29,4.72,4.76,4.83,False,0.0,74.0,355,3.27,1,1.0
1275920975163252902,Gesamte Wohnung in Berlin,Karlshorst,52.47859,13.53039,Entire home/apt,4,2.0,2.0,89.0,2,30,28,4.36,4.39,4.54,False,100.0,99.0,320,2.58,4,1.0
1275938439810766555,Wohnung mit Balkon & Parkplatz,West 4,52.57336022385405,13.31761635604976,Private room,2,1.0,1.0,50.0,92,365,0,,,,False,0.0,,365,,1,1.0
1276200671317589093,"Beautiful room, high ceilings",Otto-Suhr-Allee,52.51866,13.31373,Private room,1,1.0,1.0,52.0,92,365,0,,,,False,,,365,,1,1.0
1276624464099987677,Zweibettzimmer Berlin Neukölln,Rudow,52.43494279999999,13.4773326,Private room,2,1.0,2.0,65.0,1,365,0,,,,False,100.0,93.0,269,,5,1.0
1276741882987358317,Zimmer Nahe Wasser und Wald,Grünau,52.41579884508694,13.575552222226507,Private room,1,1.0,1.0,45.0,2,365,6,5.0,5.0,5.0,False,100.0,58.0,263,0.56,2,1.0
1276792210788501979,Einbettzimmer Berlin Neukölln,Rudow,52.43494279999999,13.4773326,Private room,2,1.0,1.0,35.0,2,365,8,4.63,4.88,4.63,False,100.0,93.0,261,0.75,5,1.0
1276860650146183903,Newly Redone Flat City-West,Grunewald,52.4844,13.28677,Entire home/apt,2,1.0,1.0,44.0,92,180,1,5.0,5.0,5.0,False,100.0,100.0,113,0.54,1,1.0
1276892539169086215,A comfortable room  in the center,Prenzlauer Berg Nordwest,52.551356961027174,13.404379552713744,Private room,1,1.0,1.0,50.0,92,180,0,,,,False,100.0,100.0,364,,1,1.0
1277255212215062510,Charmantes Apartment im Grünen,Blankenfelde/Niederschönhausen,52.58885,13.39197,Entire home/apt,2,1.0,1.0,82.0,4,365,8,4.63,4.5,4.75,False,100.0,83.0,82,1.28,1,1.0
1277365923297472597,Lux Designer Apartment in Graefekiez,Tempelhofer Vorstadt,52.4917976,13.4219049,Entire home/apt,2,1.0,1.0,153.0,6,92,8,5.0,4.75,5.0,False,100.0,79.0,44,2.29,1,1.5
1277405449899995153,Modern Design Apartment - close to central,Moabit Ost,52.52312837487081,13.350614863211828,Entire home/apt,2,1.0,2.0,68.0,92,730,0,,,,False,50.0,,365,,1,1.0
1277484981184729974,Berlin Friedrichshain - Studioapartment nahe Kiez,Frankfurter Allee Nord,52.52175855988187,13.452641219843896,Entire home/apt,4,1.0,2.0,98.0,3,365,2,4.0,4.0,4.5,False,97.0,83.0,360,0.44,14,1.0
1277520783426955198,Comfy balcony room in Berlin Friedrichshain,Frankfurter Allee Süd FK,52.511,13.46169,Private room,2,1.0,1.0,81.0,30,365,0,,,,False,56.0,36.0,365,,138,1.0
1277543511857023390,Spacious room in Berlin Friedrichshain,Frankfurter Allee Süd FK,52.509050097220495,13.4602778713348,Private room,2,1.0,1.0,81.0,30,365,0,,,,False,56.0,36.0,365,,138,1.0
1277548894115458327,Lovely one-bedroom with balcony,Alexanderplatz,52.5232067,13.3845044,Entire home/apt,2,1.0,1.0,130.0,30,365,7,4.71,4.71,4.86,True,100.0,99.0,307,0.95,3,1.0
1277553235935549771,*NEU* Vintage-Flair in Kreuzberg,nördliche Luisenstadt,52.50193449120171,13.441064837506833,Entire home/apt,6,2.0,2.0,420.0,1,90,10,5.0,5.0,5.0,True,100.0,100.0,180,0.94,1,1.0
1277559552041294020,Stylish room in Berlin Friedrichshain,Frankfurter Allee Süd FK,52.50971,13.46186,Private room,2,1.0,1.0,35.0,30,365,0,,,,False,56.0,36.0,365,,138,1.0
1277599686931461469,"Ruhiges, großes Zimmer im Altbau mit Dachterrasse",südliche Luisenstadt,52.49743301765242,13.440580823904863,Private room,2,1.0,1.0,57.0,92,365,0,,,,False,,,363,,1,1.0
1277616816181344740,Urban Retreat: Stylish Home in Green Berlin Mitte,Brunnenstr. Süd,52.52964043209449,13.387141761304823,Entire home/apt,2,1.0,1.0,99.0,92,365,0,,,,False,,,358,,1,1.0
1278005124980974018,Helles Maisonetteloft (Steglitz),Drakestr.,52.41791006415893,13.286800512790064,Entire home/apt,3,1.0,1.0,84.0,92,110,0,,,,False,,,270,,1,1.0
1278025885008679254,Wunderbares Loft im Prenzl Berg,Prenzlauer Berg Süd,52.534458930074024,13.42805241852416,Entire home/apt,2,1.0,1.0,173.0,8,28,1,5.0,5.0,5.0,False,,33.0,77,0.1,1,1.0
1278215330880991480,"Friedrichshain - großzügige Wohnung, zentrumsnah",Frankfurter Allee Nord,52.522879859128544,13.452972137664856,Entire home/apt,6,2.0,4.0,138.0,3,365,8,4.63,4.63,4.63,False,97.0,83.0,352,1.54,14,1.0
1278240575088030845,Studio Apartment - Berlin for low Budget / Clean,Mariendorf,52.44005314445945,13.387090842830672,Entire home/apt,3,1.0,2.0,76.0,1,365,15,4.2,4.53,3.93,False,100.0,99.0,134,1.38,6,1.0
1278247926466392469,Studio Apartment - Berlin for low Budget / Clean,Mariendorf,52.44012,13.38729,Entire home/apt,3,1.0,2.0,77.0,1,365,14,4.43,4.57,4.64,False,100.0,99.0,220,1.29,6,1.0
1278250274112729052,Loft | Terrace | Near Ostkreuz I Free parking,Neu Lichtenberg,52.50445936959929,13.48037366812187,Entire home/apt,6,1.0,3.0,194.0,1,365,37,4.73,4.84,4.84,False,99.0,100.0,296,3.49,15,1.0
1278254935819182008,Studio Apartment - Berlin for low Budget / Clean,Mariendorf,52.44076945689384,13.38890221207543,Entire home/apt,3,1.0,3.0,83.0,1,365,23,4.0,4.35,4.35,False,100.0,99.0,220,2.12,6,1.0
1278963729604738000,City apartment,Neue Kantstraße,52.50969,13.30107,Entire home/apt,3,1.0,1.0,68.0,183,365,0,,,,False,,0.0,365,,1,1.0
1279126146138632970,Luxurious 105m² Penthouse in Prime Location,Kantstraße,52.50509998413128,13.3201390012803,Entire home/apt,10,4.0,5.0,308.0,2,365,35,4.77,4.69,4.86,False,100.0,100.0,196,4.15,2,1.0
1279213490261024957,Gesundbrunnen Studio,Osloer Straße,52.5545336,13.3919026,Entire home/apt,3,1.0,2.0,84.0,2,365,30,4.23,4.07,4.37,False,100.0,100.0,277,3.31,2,1.0
1279581870395996202,Friedrichshain-mitten im Kiez,Frankfurter Allee Nord,52.52291999963453,13.454709492509908,Entire home/apt,6,2.0,5.0,138.0,3,365,9,4.33,4.33,4.78,False,97.0,83.0,340,1.01,14,1.0
1279609850386735073,WINS67 - Studio Apartment in Top Lage mit Terrasse,Prenzlauer Berg Süd,52.532201334880824,13.423334830688464,Entire home/apt,2,1.0,1.0,128.0,3,60,17,5.0,4.94,5.0,True,100.0,100.0,241,3.47,1,1.0
1279633854269083315,"Blueground | Friedrichshain, furnished & equipped",Frankfurter Allee Süd FK,52.5096235,13.4661866,Entire home/apt,2,0.0,1.0,108.0,92,1125,0,,,,False,60.0,100.0,305,,311,1.0
1279634191549093345,"Blueground | Friedrichshain, furnished + kitchen",Frankfurter Allee Süd FK,52.5096235,13.4661866,Entire home/apt,2,0.0,1.0,94.0,92,1125,0,,,,False,60.0,100.0,313,,311,1.0
1279651144032399628,"Cozy Apartment, Prenzlauer Berg",Prenzlauer Berg Südwest,52.5390366,13.4091437,Entire home/apt,2,1.0,1.0,99.0,92,110,0,,,,False,,,155,,1,1.0
1279856838515016772,Friedrichshain near Boxi,Karl-Marx-Allee-Nord,52.523329011659285,13.449023373726629,Private room,1,1.0,1.0,39.0,2,500,3,2.33,2.0,2.33,False,50.0,22.0,356,0.48,1,1.0
1279928520223872844,single room @ Minimal Hostel Kreuzberg,südliche Luisenstadt,52.49711675047205,13.446566679450369,Private room,1,,50.0,73.0,1,365,2,4.5,4.5,4.5,True,94.0,99.0,303,0.31,14,8.0
1279932370284146865,Private Events in Friedrichshain,Frankfurter Allee Süd FK,52.510291448624656,13.457802533424404,Entire home/apt,16,0.0,1.0,240.0,1,365,0,,,,False,30.0,13.0,363,,2,2.0
1280291004528357903,1 bdr apartment Berlin Pankow,Pankow Süd,52.566707312308225,13.413033546348125,Entire home/apt,3,1.0,1.0,47.0,130,365,0,,,,False,,,236,,1,1.0
1280317662474163973,Modernes Studio-Apartment,Osloer Straße,52.552693458675925,13.39135625833184,Entire home/apt,1,1.0,1.0,28.0,92,110,0,,,,False,,0.0,328,,1,1.0
1280430852234506807,Zimmer in Schöneberg,Schöneberg-Nord,52.4962976,13.3632759,Private room,2,1.0,1.0,74.0,92,730,0,,,,False,,,365,,1,1.0
1280666505203693204,Stylish 3BR in Heart of Berlin,Mierendorffplatz,52.52596866950758,13.312008487417875,Entire home/apt,6,3.0,3.0,216.0,92,365,0,,,,False,,,90,,1,2.0
1281125621800470451,Lovely 2Rms Flat Mitte City Center,Alexanderplatz,52.52811,13.39812,Entire home/apt,4,2.0,4.0,150.0,2,365,12,4.83,4.75,4.83,False,97.0,98.0,171,1.29,19,1.0
1281179031504846894,Charmantes Studio mit Balkon,Reuterstraße,52.4869309,13.4292267,Entire home/apt,2,1.0,1.0,94.0,92,365,0,,,,False,,,365,,1,1.0
1281201367016682094,Cozy private room in Kreuzberg,Südliche Friedrichstadt,52.50058,13.3865,Private room,2,1.0,1.0,54.0,3,31,2,4.5,4.5,3.5,False,0.0,14.0,290,0.2,1,1.0
1281615916342090933,Amazing 1 Bedroom in Friedrichshain,Frankfurter Allee Süd FK,52.5136564,13.4562265,Entire home/apt,4,1.0,1.0,76.0,92,365,0,,,,True,100.0,71.0,257,,107,1.0
1281628412736620960,Perfect 1 Bedroom Apartment in Friedrichshain,Frankfurter Allee Süd FK,52.5108216,13.4583748,Entire home/apt,2,1.0,1.0,78.0,92,365,0,,,,True,100.0,71.0,91,,107,1.0
1281638166280088821,Cozy 1 Bedroom Apartment in Charlottenburg,Grunewald,52.48311,13.2908961,Entire home/apt,2,1.0,2.0,66.0,92,365,0,,,,True,100.0,71.0,116,,107,1.0
